ticker,entry_date,entry_price,exit_date,exit_price,pnl,pnl_pct,is_whipsaw
KRW-ETH,2018-06-19,591713.0,2018-06-22,534432.625,-0.19821321964263916,-9.680432319641113,0.0
KRW-TRX,2018-06-19,53.09029769897461,2018-06-22,48.97549819946289,-0.15890121459960938,-7.7505645751953125,0.0
KRW-XRP,2018-07-03,563.7789306640625,2018-07-08,535.7319946289062,-0.09785079956054688,-4.9748125076293945,0.0
KRW-ETH,2018-07-02,512674.96875,2018-07-09,529335.1875,0.06230783462524414,3.249669075012207,0.0
KRW-BTC,2018-06-30,7214391.5,2018-07-10,7136430.0,-0.022017955780029297,-1.0806381702423096,0.0
KRW-TRX,2018-07-17,43.25681686401367,2018-07-20,39.68014907836914,-0.16073250770568848,-8.268451690673828,0.0
KRW-BTC,2018-07-17,7624149.0,2018-07-31,8795600.0,0.29592132568359375,15.365004539489746,0.0
KRW-XRP,2018-08-01,508.7855529785156,2018-08-02,497.7509765625,-0.04361152648925781,-2.168804407119751,0.0
KRW-XRP,2018-08-03,509.27032470703125,2018-08-04,493.75299072265625,-0.06052708625793457,-3.046971559524536,0.0
KRW-XRP,2018-08-21,382.34735107421875,2018-08-21,375.8119812011719,-0.035083770751953125,-1.7092764377593994,1.0
KRW-BTC,2018-08-21,7389032.0,2018-08-21,7371312.5,-0.006560564041137695,-0.2398073673248291,1.0
KRW-XRP,2018-08-22,387.06689453125,2018-08-22,364.8175048828125,-0.11279082298278809,-5.748200416564941,1.0
KRW-BTC,2018-08-22,7465632.0,2018-08-22,7285355.5,-0.04779314994812012,-2.4147510528564453,1.0
KRW-ETH,2018-08-28,326811.625,2018-08-31,315342.25,-0.06722164154052734,-3.5094738006591797,0.0
KRW-XRP,2018-09-01,383.3787841796875,2018-09-02,379.80999755859375,-0.018190503120422363,-0.9308755397796631,0.0
KRW-TRX,2018-08-24,24.304950714111328,2018-09-02,28.5856990814209,0.33167195320129395,17.612659454345703,0.0
KRW-XRP,2018-09-04,379.3085021972656,2018-09-04,371.8139953613281,-0.040886759757995605,-1.9758343696594238,1.0
KRW-BTC,2018-08-24,7551941.5,2018-09-05,7695150.5,0.03486740589141846,1.8963217735290527,0.0
KRW-ETH,2018-09-18,242126.421875,2018-09-18,238080.890625,-0.03448987007141113,-1.6708314418792725,1.0
KRW-TRX,2018-09-18,22.342357635498047,2018-09-18,21.98900032043457,-0.03260612487792969,-1.5815556049346924,1.0
KRW-ETH,2018-09-20,248689.390625,2018-09-24,257271.296875,0.06566357612609863,3.4508585929870605,0.0
KRW-XRP,2018-09-18,320.2822265625,2018-09-24,554.7224731445312,1.4123506546020508,73.1980209350586,0.0
KRW-TRX,2018-09-20,23.39059829711914,2018-09-24,24.987499237060547,0.13085269927978516,6.827104091644287,0.0
KRW-BTC,2018-09-21,7439956.5,2018-09-25,7295350.5,-0.038493990898132324,-1.9436419010162354,0.0
KRW-ETH,2018-09-29,257341.90625,2018-10-02,254422.71875,-0.027502059936523438,-1.1343598365783691,0.0
KRW-XRP,2018-09-29,627.178466796875,2018-10-02,584.7074584960938,-0.15840482711791992,-6.771755218505859,0.0
KRW-BTC,2018-10-08,7552519.5,2018-10-10,7468264.0,-0.02651810646057129,-1.1155962944030762,0.0
KRW-ETH,2018-10-08,260362.21875,2018-10-10,255622.125,-0.0425570011138916,-1.8205761909484863,0.0
KRW-TRX,2018-10-06,27.375015258789062,2018-10-10,28.685649871826172,0.10778379440307617,4.787707328796387,0.0
KRW-TRX,2018-10-14,27.734676361083984,2018-10-18,27.286348342895508,-0.038060665130615234,-1.6164898872375488,0.0
KRW-BTC,2018-10-21,7339896.0,2018-10-21,7307344.5,-0.01236104965209961,-0.44348835945129395,1.0
KRW-BTC,2018-10-24,7318336.5,2018-10-25,7268364.0,-0.016643285751342773,-0.6828367710113525,0.0
KRW-ETH,2018-10-28,229893.765625,2018-10-29,219890.0,-0.0997614860534668,-4.351472854614258,0.0
KRW-XRP,2018-11-02,521.377685546875,2018-11-08,558.720458984375,0.1594104766845703,7.162332534790039,0.0
KRW-XRP,2018-11-09,577.7548217773438,2018-11-09,568.7155151367188,-0.03796815872192383,-1.564556360244751,1.0
KRW-BTC,2018-12-18,4101057.25,2018-12-25,4240878.5,0.07630395889282227,3.409397602081299,0.0
KRW-TRX,2018-12-19,17.123140335083008,2018-12-25,22.188899993896484,0.6708364486694336,29.58428955078125,0.0
KRW-ETH,2018-12-18,112129.109375,2018-12-27,131684.125,0.3949868679046631,17.439735412597656,0.0
KRW-XRP,2018-12-18,390.3412780761719,2018-12-27,385.8069763183594,-0.027521371841430664,-1.1616230010986328,0.0
KRW-XRP,2018-12-31,421.06695556640625,2018-12-31,395.802001953125,-0.1554737091064453,-6.000220775604248,1.0
KRW-XRP,2019-01-02,414.6802978515625,2019-01-03,400.79949951171875,-0.0852670669555664,-3.347349166870117,0.0
KRW-ETH,2019-01-04,170617.0,2019-01-07,168465.71875,-0.03233456611633301,-1.2608826160430908,0.0
KRW-BTC,2019-01-02,4363103.5,2019-01-10,4084956.5,-0.1612544059753418,-6.374979019165039,0.0
KRW-TRX,2019-01-02,22.321922302246094,2019-01-11,28.085948944091797,0.6468296051025391,25.822269439697266,0.0
KRW-TRX,2019-01-17,28.64866828918457,2019-01-19,27.186399459838867,-0.1340312957763672,-5.104142189025879,0.0
KRW-TRX,2019-01-26,30.037002563476562,2019-01-28,29.785099029541016,-0.02280879020690918,-0.8386433124542236,0.0
KRW-TRX,2019-02-08,29.26143455505371,2019-02-09,28.685649871826172,-0.051666975021362305,-1.9677281379699707,0.0
KRW-BTC,2019-02-21,4380973.5,2019-02-24,4175911.0,-0.12051200866699219,-4.680752754211426,0.0
KRW-ETH,2019-02-12,135505.71875,2019-02-24,147926.0,0.23221731185913086,9.165870666503906,0.0
KRW-XRP,2019-02-19,366.904052734375,2019-02-24,331.833984375,-0.2447645664215088,-9.55837345123291,0.0
KRW-TRX,2019-02-19,27.667253494262695,2019-02-24,25.98699951171875,-0.15598034858703613,-6.073075294494629,0.0
KRW-XRP,2019-02-24,369.8692932128906,2019-02-24,331.833984375,-0.2568821907043457,-10.283446311950684,1.0
KRW-XRP,2019-02-25,355.16033935546875,2019-02-27,346.82647705078125,-0.05775141716003418,-2.3465096950531006,0.0
KRW-BTC,2019-02-28,4308824.0,2019-02-28,4237880.0,-0.041831254959106445,-1.6464829444885254,1.0
KRW-XRP,2019-03-01,354.7703552246094,2019-03-02,348.82550048828125,-0.04115176200866699,-1.6756892204284668,0.0
KRW-ETH,2019-03-08,153569.8125,2019-03-10,149725.09375,-0.0606231689453125,-2.5035619735717773,0.0
KRW-XRP,2019-03-09,349.16497802734375,2019-03-10,345.8269958496094,-0.023883342742919922,-0.9559929370880127,0.0
KRW-TRX,2019-03-11,25.696842193603516,2019-03-11,24.687650680541992,-0.09444618225097656,-3.9272964000701904,1.0
KRW-BTC,2019-03-08,4317747.0,2019-03-13,4322837.5,0.001611471176147461,0.11789798736572266,0.0
KRW-ETH,2019-03-16,155520.859375,2019-03-21,152073.921875,-0.05278134346008301,-2.2163808345794678,0.0
KRW-XRP,2019-03-18,352.8369445800781,2019-03-21,349.8249816894531,-0.021045207977294922,-0.8536398410797119,0.0
KRW-TRX,2019-03-20,25.709514617919922,2019-03-21,25.08745002746582,-0.05751371383666992,-2.419590950012207,0.0
KRW-BTC,2019-03-18,4472749.0,2019-03-25,4484756.5,0.0050868988037109375,0.2684593200683594,0.0
KRW-BTC,2019-04-01,4694691.0,2019-04-11,5857070.0,0.5673673152923584,24.759435653686523,0.0
KRW-ETH,2019-03-30,164994.46875,2019-04-11,191554.171875,0.368471622467041,16.097332000732422,0.0
KRW-XRP,2019-03-29,349.60528564453125,2019-04-11,381.8089904785156,0.21036076545715332,9.211444854736328,0.0
KRW-TRX,2019-03-29,26.3458251953125,2019-04-11,30.88454818725586,0.3944215774536133,17.227481842041016,0.0
KRW-XRP,2019-04-22,382.6368713378906,2019-04-22,375.8119812011719,-0.050479888916015625,-1.7836451530456543,1.0
KRW-ETH,2019-04-20,202537.53125,2019-04-23,198450.71875,-0.05541348457336426,-2.017807960510254,0.0
KRW-BTC,2019-04-19,6122354.5,2019-04-25,6116940.0,-0.0037107467651367188,-0.08843541145324707,0.0
KRW-TRX,2019-05-04,27.9306640625,2019-05-04,26.48674964904785,-0.1397390365600586,-5.169635772705078,1.0
KRW-TRX,2019-05-11,28.706220626831055,2019-05-12,27.78609848022461,-0.08405065536499023,-3.205305337905884,0.0
KRW-BTC,2019-05-02,6242004.0,2019-05-17,8886554.0,1.1221351623535156,42.36700439453125,0.0
KRW-XRP,2019-05-11,357.32025146484375,2019-05-18,450.77447509765625,0.6739933490753174,26.15419578552246,0.0
KRW-TRX,2019-05-13,29.202808380126953,2019-05-18,32.083946228027344,0.2450723648071289,9.865962982177734,0.0
KRW-ETH,2019-05-03,188733.796875,2019-05-22,297201.3125,1.522657871246338,57.471168518066406,0.0
KRW-BTC,2019-05-23,9537115.0,2019-05-30,10114940.0,0.20936012268066406,6.058692932128906,0.0
KRW-TRX,2019-05-27,40.44369888305664,2019-05-30,37.88105010986328,-0.222520112991333,-6.336337089538574,0.0
KRW-XRP,2019-05-30,558.7308349609375,2019-06-01,518.740478515625,-0.2508273124694824,-7.157355308532715,0.0
KRW-XRP,2019-06-02,535.7052001953125,2019-06-03,512.7434692382812,-0.14817380905151367,-4.2862653732299805,0.0
KRW-TRX,2019-06-01,42.29678726196289,2019-06-03,41.479248046875,-0.06775665283203125,-1.9328653812408447,0.0
KRW-XRP,2019-06-03,543.6305541992188,2019-06-03,512.7434692382812,-0.1943972110748291,-5.681633949279785,1.0
KRW-ETH,2019-06-12,303427.03125,2019-06-18,317641.09375,0.15357398986816406,4.684507846832275,0.0
KRW-XRP,2019-06-15,494.21099853515625,2019-06-20,511.7439880371094,0.11590266227722168,3.54766845703125,0.0
KRW-ETH,2019-06-22,358902.0625,2019-06-27,368815.5,0.09227657318115234,2.762162685394287,0.0
KRW-XRP,2019-06-21,521.9126586914062,2019-06-27,507.7460021972656,-0.0940546989440918,-2.714371681213379,0.0
KRW-TRX,2019-06-25,47.19937515258789,2019-06-27,40.279850006103516,-0.500495195388794,-14.66020393371582,0.0
KRW-BTC,2019-06-14,10093014.0,2019-06-30,13591201.0,1.1468636989593506,34.65949249267578,0.0
KRW-ETH,2019-06-29,393704.46875,2019-06-30,365866.96875,-0.2302403450012207,-7.070660591125488,0.0
KRW-TRX,2019-07-09,41.58848571777344,2019-07-10,38.68064880371094,-0.24517226219177246,-6.991929054260254,0.0
KRW-XRP,2019-08-04,376.4473876953125,2019-08-06,373.81298828125,-0.02564382553100586,-0.6998062133789062,0.0
KRW-TRX,2019-08-05,27.42163848876953,2019-08-06,26.086950302124023,-0.168168306350708,-4.867279529571533,0.0
KRW-ETH,2019-08-02,263025.28125,2019-08-08,263068.40625,-0.0011501312255859375,0.016391277313232422,0.0
KRW-BTC,2019-08-04,12951044.0,2019-08-10,13692150.0,0.19398975372314453,5.722367763519287,0.0
KRW-TRX,2019-08-23,21.878705978393555,2019-08-25,21.08945083618164,-0.12501025199890137,-3.607410192489624,0.0
KRW-BTC,2019-09-03,12872049.0,2019-09-06,12334829.0,-0.14302372932434082,-4.173541069030762,0.0
KRW-TRX,2019-09-08,19.029016494750977,2019-09-11,17.791099548339844,-0.2196190357208252,-6.505417823791504,0.0
KRW-XRP,2019-09-17,312.91021728515625,2019-09-21,343.8280029296875,0.3221015930175781,9.880722045898438,0.0
KRW-ETH,2019-09-07,210195.796875,2019-09-22,250974.4375,0.6482689380645752,19.400310516357422,0.0
KRW-TRX,2019-09-16,18.676342010498047,2019-09-22,20.089950561523438,0.24635767936706543,7.568979263305664,0.0
KRW-BTC,2019-10-09,9888583.0,2019-10-11,9809093.0,-0.03071904182434082,-0.8038580417633057,0.0
KRW-XRP,2019-10-04,304.4707336425781,2019-10-11,317.84100341796875,0.15618014335632324,4.391312599182129,0.0
KRW-TRX,2019-10-04,17.63743019104004,2019-10-11,18.790597915649414,0.233414888381958,6.538188457489014,0.0
KRW-ETH,2019-10-11,230999.375,2019-10-11,214542.671875,-0.26627278327941895,-7.12413215637207,1.0
KRW-BTC,2019-10-11,10338436.0,2019-10-11,9809093.0,-0.18893742561340332,-5.12014627456665,1.0
KRW-XRP,2019-10-14,336.7492370605469,2019-10-19,345.8269958496094,0.09450745582580566,2.6957035064697266,0.0
KRW-BTC,2019-10-26,10688005.0,2019-10-31,10686654.0,-0.0022530555725097656,-0.012642145156860352,0.0
KRW-ETH,2019-10-26,224815.953125,2019-11-01,213893.0,-0.17648053169250488,-4.85861873626709,0.0
KRW-TRX,2019-10-25,18.73603057861328,2019-11-01,22.98849868774414,0.8142175674438477,22.696744918823242,0.0
KRW-XRP,2019-11-05,351.55426025390625,2019-11-07,337.83099365234375,-0.14836621284484863,-3.903597593307495,0.0
KRW-ETH,2019-11-10,217159.8125,2019-11-11,215192.34375,-0.03551793098449707,-0.9060025215148926,0.0
KRW-TRX,2019-11-12,22.716840744018555,2019-11-14,22.48874855041504,-0.0390627384185791,-1.0040640830993652,0.0
KRW-ETH,2019-11-17,216222.953125,2019-11-17,214492.6875,-0.03327131271362305,-0.8002221584320068,1.0
KRW-TRX,2019-11-27,18.814668655395508,2019-12-01,18.390798568725586,-0.0849142074584961,-2.252870798110962,0.0
KRW-ETH,2019-12-04,176756.40625,2019-12-04,171564.171875,-0.11134600639343262,-2.9375076293945312,1.0
KRW-XRP,2019-12-05,260.7319641113281,2019-12-10,259.8699951171875,-0.013846397399902344,-0.3305971622467041,0.0
KRW-TRX,2019-12-14,17.099973678588867,2019-12-14,16.391799926757812,-0.1541295051574707,-4.1413726806640625,1.0
KRW-BTC,2019-12-22,8341555.5,2019-12-25,8365815.0,0.008657693862915039,0.29082298278808594,0.0
KRW-TRX,2019-12-22,15.91970157623291,2019-12-25,15.792099952697754,-0.03061699867248535,-0.8015334606170654,0.0
KRW-TRX,2020-01-05,15.864118576049805,2020-01-08,15.792099952697754,-0.018088579177856445,-0.45397281646728516,0.0
KRW-ETH,2020-01-05,155466.765625,2020-01-09,156421.75,0.020250797271728516,0.6142735481262207,0.0
KRW-BTC,2020-01-05,8571970.0,2020-01-11,9055470.0,0.20064163208007812,5.6404829025268555,0.0
KRW-XRP,2020-01-10,237.75961303710938,2020-01-11,237.88099670410156,3.6716461181640625e-05,0.05105733871459961,0.0
KRW-TRX,2020-01-10,16.154739379882812,2020-01-19,18.690650939941406,0.5615193843841553,15.697633743286133,0.0
KRW-BTC,2020-01-12,9189154.0,2020-01-20,9846074.0,0.2594144344329834,7.148861885070801,0.0
KRW-ETH,2020-01-14,164922.390625,2020-01-22,191754.078125,0.5927035808563232,16.26927947998047,0.0
KRW-BTC,2020-01-27,10130165.0,2020-02-03,10744625.0,0.23999691009521484,6.065642833709717,0.0
KRW-XRP,2020-01-28,266.19842529296875,2020-02-10,320.8394775390625,0.816920280456543,20.526432037353516,0.0
KRW-BTC,2020-02-07,11587206.0,2020-02-15,11497248.0,-0.034934043884277344,-0.7763564586639404,0.0
KRW-TRX,2020-01-28,19.69884490966797,2020-02-15,27.38629913330078,1.5549290180206299,39.02490234375,0.0
KRW-XRP,2020-02-15,399.0655212402344,2020-02-16,343.8280029296875,-0.6730523109436035,-13.841718673706055,0.0
KRW-ETH,2020-01-26,190464.296875,2020-02-19,308045.90625,2.4609317779541016,61.73419952392578,0.0
KRW-ETH,2020-02-23,316987.0,2020-02-25,299850.0,-0.27698850631713867,-5.40621280670166,0.0
KRW-TRX,2020-03-05,21.728715896606445,2020-03-07,20.489749908447266,-0.28798723220825195,-5.701976776123047,0.0
KRW-BTC,2020-03-07,10945255.0,2020-03-08,9871062.0,-0.4867210388183594,-9.81423282623291,0.0
KRW-ETH,2020-03-07,299937.625,2020-03-08,245627.125,-0.8959140777587891,-18.10726547241211,0.0
KRW-TRX,2020-03-26,14.51858901977539,2020-03-27,13.893049240112305,-0.19995546340942383,-4.3085455894470215,0.0
KRW-XRP,2020-03-27,225.4051513671875,2020-03-29,198.90049743652344,-0.5357751846313477,-11.758672714233398,0.0
KRW-BTC,2020-04-01,7910326.5,2020-04-10,8409793.0,0.2757911682128906,6.31411075592041,0.0
KRW-ETH,2020-04-01,164449.71875,2020-04-10,193952.96875,0.7876758575439453,17.940593719482422,0.0
KRW-XRP,2020-04-08,240.98355102539062,2020-04-10,228.885498046875,-0.22323274612426758,-5.0202789306640625,0.0
KRW-TRX,2020-04-08,16.445598602294922,2020-04-10,15.292349815368652,-0.3109450340270996,-7.012504577636719,0.0
KRW-BTC,2020-04-18,8600687.0,2020-04-20,8382806.5,-0.1170949935913086,-2.533292770385742,0.0
KRW-XRP,2020-04-18,231.80882263183594,2020-04-20,223.88800048828125,-0.1571497917175293,-3.416961431503296,0.0
KRW-XRP,2020-04-20,234.79945373535156,2020-04-20,223.88800048828125,-0.21077203750610352,-4.6471357345581055,1.0
KRW-ETH,2020-04-18,211472.046875,2020-04-21,209895.0,-0.03607034683227539,-0.7457494735717773,0.0
KRW-XRP,2020-04-22,229.48468017578125,2020-04-22,227.88600158691406,-0.03506278991699219,-0.696641206741333,1.0
KRW-ETH,2020-04-22,214772.09375,2020-05-04,252623.625,0.7718749046325684,17.62404441833496,0.0
KRW-XRP,2020-04-30,279.4092712402344,2020-05-05,264.86749267578125,-0.23078489303588867,-5.204474925994873,0.0
KRW-TRX,2020-04-23,16.11591148376465,2020-05-06,19.190401077270508,0.8357062339782715,19.077360153198242,0.0
KRW-BTC,2020-04-23,8776311.0,2020-05-10,10665664.0,0.943336009979248,21.527873992919922,0.0
KRW-BTC,2020-05-14,11559315.0,2020-05-20,11526234.0,-0.016707897186279297,-0.28618574142456055,0.0
KRW-ETH,2020-05-17,246315.40625,2020-05-21,243128.375,-0.06678390502929688,-1.293879747390747,0.0
KRW-TRX,2020-05-22,18.264366149902344,2020-05-22,18.09095001220703,-0.05192422866821289,-0.9494781494140625,1.0
KRW-TRX,2020-05-23,18.733552932739258,2020-05-23,18.09095001220703,-0.17419719696044922,-3.4302234649658203,1.0
KRW-BTC,2020-05-28,11387196.0,2020-06-02,11514240.0,0.05211925506591797,1.1156797409057617,0.0
KRW-BTC,2020-06-04,11754063.0,2020-06-05,11591201.0,-0.07092523574829102,-1.3855814933776855,0.0
KRW-ETH,2020-05-30,271497.0625,2020-06-05,289055.40625,0.3138546943664551,6.467235088348389,0.0
KRW-XRP,2020-05-31,253.05503845214844,2020-06-05,244.8774871826172,-0.16049480438232422,-3.2315313816070557,0.0
KRW-TRX,2020-06-01,20.292999267578125,2020-06-10,20.989500045776367,0.16541767120361328,3.4322261810302734,0.0
KRW-TRX,2020-06-23,20.02567481994629,2020-06-24,19.190401077270508,-0.20947694778442383,-4.171013832092285,0.0
KRW-BTC,2020-07-06,10948286.0,2020-07-09,10955519.0,0.0007872581481933594,0.06606578826904297,0.0
KRW-ETH,2020-07-06,274879.6875,2020-07-11,283907.96875,0.15880155563354492,3.28444242477417,0.0
KRW-BTC,2020-07-12,11028865.0,2020-07-13,10994500.0,-0.018033981323242188,-0.31158924102783203,0.0
KRW-XRP,2020-07-06,214.27374267578125,2020-07-13,236.88150024414062,0.5155644416809082,10.550880432128906,0.0
KRW-TRX,2020-07-08,20.88567352294922,2020-07-13,20.889549255371094,-0.0015454292297363281,0.01856088638305664,0.0
KRW-BTC,2020-07-23,11381873.0,2020-08-02,13023485.0,0.7287683486938477,14.423036575317383,0.0
KRW-TRX,2020-07-22,21.2706298828125,2020-08-02,22.48874855041504,0.28783273696899414,5.726766586303711,0.0
KRW-TRX,2020-08-02,25.152172088623047,2020-08-02,22.48874855041504,-0.5959992408752441,-10.58923625946045,1.0
KRW-ETH,2020-07-21,284514.4375,2020-08-07,450824.46875,2.9613113403320312,58.45398712158203,0.0
KRW-XRP,2020-07-21,237.79049682617188,2020-08-07,349.8249816894531,2.386369228363037,47.11478805541992,0.0
KRW-BTC,2020-08-05,13517605.0,2020-08-11,13612190.0,0.034290313720703125,0.6997227668762207,0.0
KRW-ETH,2020-08-10,470425.84375,2020-08-11,452523.625,-0.2983827590942383,-3.8055360317230225,0.0
KRW-TRX,2020-08-04,24.42056655883789,2020-08-11,23.987998962402344,-0.0961298942565918,-1.771324872970581,0.0
KRW-ETH,2020-08-13,472744.25,2020-08-18,494302.71875,0.28938817977905273,4.560279846191406,0.0
KRW-TRX,2020-08-16,30.89193344116211,2020-08-19,31.38429832458496,0.09905385971069336,1.5938282012939453,0.0
KRW-BTC,2020-08-24,13925081.0,2020-08-25,13469262.0,-0.21640777587890625,-3.2733678817749023,0.0
KRW-BTC,2020-08-31,13777015.0,2020-09-02,13564214.0,-0.10296201705932617,-1.5446066856384277,0.0
KRW-XRP,2020-09-01,337.3338928222656,2020-09-02,328.8354797363281,-0.1658949851989746,-2.5192856788635254,0.0
KRW-ETH,2020-09-01,525389.3125,2020-09-03,462068.84375,-0.7814083099365234,-12.052106857299805,0.0
KRW-TRX,2020-08-30,30.220561981201172,2020-09-05,36.48175048828125,1.3345060348510742,20.718299865722656,0.0
KRW-BTC,2020-09-19,12893755.0,2020-09-20,12812590.0,-0.044335365295410156,-0.6294906139373779,0.0
KRW-XRP,2020-09-16,294.7841796875,2020-09-20,287.8559875488281,-0.15660762786865234,-2.3502588272094727,0.0
KRW-BTC,2020-09-27,12573889.0,2020-10-01,12433780.0,-0.0753626823425293,-1.1142849922180176,0.0
KRW-ETH,2020-09-28,424358.75,2020-10-01,413393.1875,-0.17049503326416016,-2.5840282440185547,0.0
KRW-XRP,2020-09-28,287.3385009765625,2020-10-01,277.8609924316406,-0.21673345565795898,-3.2983779907226562,0.0
KRW-XRP,2020-10-06,297.93792724609375,2020-10-09,288.8554992675781,-0.1968998908996582,-3.048431873321533,0.0
KRW-BTC,2020-10-08,12491056.0,2020-10-16,13047473.0,0.2798953056335449,4.454517364501953,0.0
KRW-ETH,2020-10-09,416629.9375,2020-10-16,421938.90625,0.07698202133178711,1.274263858795166,0.0
KRW-TRX,2020-10-10,30.809289932250977,2020-10-16,29.5851993560791,-0.25298166275024414,-3.9731204509735107,0.0
KRW-ETH,2020-10-22,453460.84375,2020-10-26,444177.78125,-0.13271760940551758,-2.0471572875976562,0.0
KRW-XRP,2020-10-26,288.81048583984375,2020-10-26,281.8589782714844,-0.15751934051513672,-2.406942844390869,1.0
KRW-XRP,2020-10-28,287.1063537597656,2020-10-28,279.8599853515625,-0.16349411010742188,-2.5239288806915283,1.0
KRW-ETH,2020-11-02,456437.40625,2020-11-02,435182.28125,-0.293792724609375,-4.656744003295898,1.0
KRW-BTC,2020-10-20,13638259.0,2020-11-10,17026482.0,1.5690264701843262,24.84351348876953,0.0
KRW-XRP,2020-11-07,298.5278015136719,2020-11-12,281.8589782714844,-0.3424391746520996,-5.583673477172852,0.0
